example3.jpg - Time needed: 0.010121583938598633 - Config 0: Binarization.basic, SkewCorrection.boxes, NoiseRemoval.mean_filter
example3.jpg - Time needed: 342.0447862148285 - Config 206: Binarization.niblack, SkewCorrection.boxes, NoiseRemoval.crimmins_speckle_removal
example3.jpg - Time needed: 0.08219766616821289 - Config 207: Binarization.niblack, SkewCorrection.boxes, NoiseRemoval.unsharp_filter
example3.jpg - Time needed: 0.010858774185180664 - Config 208: Binarization.niblack, SkewCorrection.hough_transform, NoiseRemoval.mean_filter
example3.jpg - Time needed: 0.0018582344055175781 - Config 209: Binarization.niblack, SkewCorrection.hough_transform, NoiseRemoval.gaussian_filter
example3.jpg - Time needed: 0.004194021224975586 - Config 210: Binarization.niblack, SkewCorrection.hough_transform, NoiseRemoval.median_filter
example3.jpg - Time needed: 67.10844016075134 - Config 211: Binarization.niblack, SkewCorrection.hough_transform, NoiseRemoval.conservative_filter
example3.jpg - Time needed: 0.011395454406738281 - Config 212: Binarization.niblack, SkewCorrection.hough_transform, NoiseRemoval.laplacian_filter
example3.jpg - Time needed: 0.5104005336761475 - Config 213: Binarization.niblack, SkewCorrection.hough_transform, NoiseRemoval.frequency_filter
example3.jpg - Time needed: 392.9429657459259 - Config 214: Binarization.niblack, SkewCorrection.hough_transform, NoiseRemoval.crimmins_speckle_removal
example3.jpg - Time needed: 0.09467911720275879 - Config 215: Binarization.niblack, SkewCorrection.hough_transform, NoiseRemoval.unsharp_filter
example3.jpg - Time needed: 0.009838581085205078 - Config 216: Binarization.niblack, SkewCorrection.moments, NoiseRemoval.mean_filter
example3.jpg - Time needed: 0.0017921924591064453 - Config 217: Binarization.niblack, SkewCorrection.moments, NoiseRemoval.gaussian_filter
example3.jpg - Time needed: 0.006119489669799805 - Config 218: Binarization.niblack, SkewCorrection.moments, NoiseRemoval.median_filter
example3.jpg - Time needed: 70.71221709251404 - Config 219: Binarization.niblack, SkewCorrection.moments, NoiseRemoval.conservative_filter
example3.jpg - Time needed: 0.014576435089111328 - Config 220: Binarization.niblack, SkewCorrection.moments, NoiseRemoval.laplacian_filter
example3.jpg - Time needed: 0.4957242012023926 - Config 221: Binarization.niblack, SkewCorrection.moments, NoiseRemoval.frequency_filter
example3.jpg - Time needed: 409.9581437110901 - Config 222: Binarization.niblack, SkewCorrection.moments, NoiseRemoval.crimmins_speckle_removal
example3.jpg - Time needed: 0.10190534591674805 - Config 223: Binarization.niblack, SkewCorrection.moments, NoiseRemoval.unsharp_filter
example3.jpg - Time needed: 0.016646385192871094 - Config 224: Binarization.niblack, SkewCorrection.topline, NoiseRemoval.mean_filter
example3.jpg - Time needed: 0.003556966781616211 - Config 225: Binarization.niblack, SkewCorrection.topline, NoiseRemoval.gaussian_filter
example3.jpg - Time needed: 0.00668644905090332 - Config 226: Binarization.niblack, SkewCorrection.topline, NoiseRemoval.median_filter
example3.jpg - Time needed: 112.06137228012085 - Config 227: Binarization.niblack, SkewCorrection.topline, NoiseRemoval.conservative_filter
example3.jpg - Time needed: 0.017060279846191406 - Config 228: Binarization.niblack, SkewCorrection.topline, NoiseRemoval.laplacian_filter
example3.jpg - Time needed: 0.8787481784820557 - Config 229: Binarization.niblack, SkewCorrection.topline, NoiseRemoval.frequency_filter
example3.jpg - Time needed: 646.6445600986481 - Config 230: Binarization.niblack, SkewCorrection.topline, NoiseRemoval.crimmins_speckle_removal
example3.jpg - Time needed: 0.15845918655395508 - Config 231: Binarization.niblack, SkewCorrection.topline, NoiseRemoval.unsharp_filter
example3.jpg - Time needed: 0.004674434661865234 - Config 232: Binarization.niblack, SkewCorrection.scanline, NoiseRemoval.mean_filter
example3.jpg - Time needed: 0.0015425682067871094 - Config 233: Binarization.niblack, SkewCorrection.scanline, NoiseRemoval.gaussian_filter
example3.jpg - Time needed: 0.00325775146484375 - Config 234: Binarization.niblack, SkewCorrection.scanline, NoiseRemoval.median_filter
example3.jpg - Time needed: 58.848384618759155 - Config 235: Binarization.niblack, SkewCorrection.scanline, NoiseRemoval.conservative_filter
example3.jpg - Time needed: 0.012055158615112305 - Config 236: Binarization.niblack, SkewCorrection.scanline, NoiseRemoval.laplacian_filter
example3.jpg - Time needed: 0.38849616050720215 - Config 237: Binarization.niblack, SkewCorrection.scanline, NoiseRemoval.frequency_filter
example3.jpg - Time needed: 347.00938296318054 - Config 238: Binarization.niblack, SkewCorrection.scanline, NoiseRemoval.crimmins_speckle_removal
example3.jpg - Time needed: 0.09745073318481445 - Config 239: Binarization.niblack, SkewCorrection.scanline, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.009825706481933594 - Config 0: Binarization.basic, SkewCorrection.boxes, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.0015070438385009766 - Config 1: Binarization.basic, SkewCorrection.boxes, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.0040149688720703125 - Config 2: Binarization.basic, SkewCorrection.boxes, NoiseRemoval.median_filter
example4.jpg - Time needed: 58.90684986114502 - Config 3: Binarization.basic, SkewCorrection.boxes, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.010253667831420898 - Config 4: Binarization.basic, SkewCorrection.boxes, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.3049185276031494 - Config 5: Binarization.basic, SkewCorrection.boxes, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 349.0106391906738 - Config 6: Binarization.basic, SkewCorrection.boxes, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.09025406837463379 - Config 7: Binarization.basic, SkewCorrection.boxes, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.015426397323608398 - Config 8: Binarization.basic, SkewCorrection.hough_transform, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.003507375717163086 - Config 9: Binarization.basic, SkewCorrection.hough_transform, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.00491023063659668 - Config 10: Binarization.basic, SkewCorrection.hough_transform, NoiseRemoval.median_filter
example4.jpg - Time needed: 119.3959584236145 - Config 11: Binarization.basic, SkewCorrection.hough_transform, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.017906665802001953 - Config 12: Binarization.basic, SkewCorrection.hough_transform, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 1.0658762454986572 - Config 13: Binarization.basic, SkewCorrection.hough_transform, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 707.8626089096069 - Config 14: Binarization.basic, SkewCorrection.hough_transform, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.16727089881896973 - Config 15: Binarization.basic, SkewCorrection.hough_transform, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.005165815353393555 - Config 16: Binarization.basic, SkewCorrection.moments, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.0023903846740722656 - Config 17: Binarization.basic, SkewCorrection.moments, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.0023775100708007812 - Config 18: Binarization.basic, SkewCorrection.moments, NoiseRemoval.median_filter
example4.jpg - Time needed: 64.7622697353363 - Config 19: Binarization.basic, SkewCorrection.moments, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.010143518447875977 - Config 20: Binarization.basic, SkewCorrection.moments, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.3039395809173584 - Config 21: Binarization.basic, SkewCorrection.moments, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 372.71001839637756 - Config 22: Binarization.basic, SkewCorrection.moments, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.09474825859069824 - Config 23: Binarization.basic, SkewCorrection.moments, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.0075550079345703125 - Config 24: Binarization.basic, SkewCorrection.topline, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.005150318145751953 - Config 25: Binarization.basic, SkewCorrection.topline, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.003770112991333008 - Config 26: Binarization.basic, SkewCorrection.topline, NoiseRemoval.median_filter
example4.jpg - Time needed: 95.7601056098938 - Config 27: Binarization.basic, SkewCorrection.topline, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.01353597640991211 - Config 28: Binarization.basic, SkewCorrection.topline, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.8057875633239746 - Config 29: Binarization.basic, SkewCorrection.topline, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 550.6731901168823 - Config 30: Binarization.basic, SkewCorrection.topline, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.1332988739013672 - Config 31: Binarization.basic, SkewCorrection.topline, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.009746074676513672 - Config 32: Binarization.basic, SkewCorrection.scanline, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.0014874935150146484 - Config 33: Binarization.basic, SkewCorrection.scanline, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.004872560501098633 - Config 34: Binarization.basic, SkewCorrection.scanline, NoiseRemoval.median_filter
example4.jpg - Time needed: 58.739436626434326 - Config 35: Binarization.basic, SkewCorrection.scanline, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.010179996490478516 - Config 36: Binarization.basic, SkewCorrection.scanline, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.3014030456542969 - Config 37: Binarization.basic, SkewCorrection.scanline, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 340.67169404029846 - Config 38: Binarization.basic, SkewCorrection.scanline, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.08584260940551758 - Config 39: Binarization.basic, SkewCorrection.scanline, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.009504556655883789 - Config 40: Binarization.otsu, SkewCorrection.boxes, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.0015130043029785156 - Config 41: Binarization.otsu, SkewCorrection.boxes, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.0037436485290527344 - Config 42: Binarization.otsu, SkewCorrection.boxes, NoiseRemoval.median_filter
example4.jpg - Time needed: 58.440404415130615 - Config 43: Binarization.otsu, SkewCorrection.boxes, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.010671854019165039 - Config 44: Binarization.otsu, SkewCorrection.boxes, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.29920053482055664 - Config 45: Binarization.otsu, SkewCorrection.boxes, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 359.19310331344604 - Config 46: Binarization.otsu, SkewCorrection.boxes, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.08566093444824219 - Config 47: Binarization.otsu, SkewCorrection.boxes, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.014136552810668945 - Config 48: Binarization.otsu, SkewCorrection.hough_transform, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.003368377685546875 - Config 49: Binarization.otsu, SkewCorrection.hough_transform, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.0046291351318359375 - Config 50: Binarization.otsu, SkewCorrection.hough_transform, NoiseRemoval.median_filter
example4.jpg - Time needed: 121.36203265190125 - Config 51: Binarization.otsu, SkewCorrection.hough_transform, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.017886638641357422 - Config 52: Binarization.otsu, SkewCorrection.hough_transform, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.9516391754150391 - Config 53: Binarization.otsu, SkewCorrection.hough_transform, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 697.5887639522552 - Config 54: Binarization.otsu, SkewCorrection.hough_transform, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.16733837127685547 - Config 55: Binarization.otsu, SkewCorrection.hough_transform, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.00525212287902832 - Config 56: Binarization.otsu, SkewCorrection.moments, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.003829479217529297 - Config 57: Binarization.otsu, SkewCorrection.moments, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.0024716854095458984 - Config 58: Binarization.otsu, SkewCorrection.moments, NoiseRemoval.median_filter
example4.jpg - Time needed: 64.90315103530884 - Config 59: Binarization.otsu, SkewCorrection.moments, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.00898599624633789 - Config 60: Binarization.otsu, SkewCorrection.moments, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.46707677841186523 - Config 61: Binarization.otsu, SkewCorrection.moments, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 378.7741413116455 - Config 62: Binarization.otsu, SkewCorrection.moments, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.09258651733398438 - Config 63: Binarization.otsu, SkewCorrection.moments, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.00727534294128418 - Config 64: Binarization.otsu, SkewCorrection.topline, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.0032341480255126953 - Config 65: Binarization.otsu, SkewCorrection.topline, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.0027871131896972656 - Config 66: Binarization.otsu, SkewCorrection.topline, NoiseRemoval.median_filter
example4.jpg - Time needed: 94.93698239326477 - Config 67: Binarization.otsu, SkewCorrection.topline, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.012957096099853516 - Config 68: Binarization.otsu, SkewCorrection.topline, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.7343597412109375 - Config 69: Binarization.otsu, SkewCorrection.topline, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 547.69575548172 - Config 70: Binarization.otsu, SkewCorrection.topline, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.1329493522644043 - Config 71: Binarization.otsu, SkewCorrection.topline, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.009683609008789062 - Config 72: Binarization.otsu, SkewCorrection.scanline, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.003967761993408203 - Config 73: Binarization.otsu, SkewCorrection.scanline, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.0048754215240478516 - Config 74: Binarization.otsu, SkewCorrection.scanline, NoiseRemoval.median_filter
example4.jpg - Time needed: 58.66033887863159 - Config 75: Binarization.otsu, SkewCorrection.scanline, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.009225130081176758 - Config 76: Binarization.otsu, SkewCorrection.scanline, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.29814815521240234 - Config 77: Binarization.otsu, SkewCorrection.scanline, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 337.7675588130951 - Config 78: Binarization.otsu, SkewCorrection.scanline, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.08401250839233398 - Config 79: Binarization.otsu, SkewCorrection.scanline, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.004514932632446289 - Config 80: Binarization.adaptive_mean, SkewCorrection.boxes, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.0007603168487548828 - Config 81: Binarization.adaptive_mean, SkewCorrection.boxes, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.002630949020385742 - Config 82: Binarization.adaptive_mean, SkewCorrection.boxes, NoiseRemoval.median_filter
example4.jpg - Time needed: 58.79637145996094 - Config 83: Binarization.adaptive_mean, SkewCorrection.boxes, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.00940704345703125 - Config 84: Binarization.adaptive_mean, SkewCorrection.boxes, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.31734371185302734 - Config 85: Binarization.adaptive_mean, SkewCorrection.boxes, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 334.3404116630554 - Config 86: Binarization.adaptive_mean, SkewCorrection.boxes, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.08410310745239258 - Config 87: Binarization.adaptive_mean, SkewCorrection.boxes, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.014442920684814453 - Config 88: Binarization.adaptive_mean, SkewCorrection.hough_transform, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.0035161972045898438 - Config 89: Binarization.adaptive_mean, SkewCorrection.hough_transform, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.010759830474853516 - Config 90: Binarization.adaptive_mean, SkewCorrection.hough_transform, NoiseRemoval.median_filter
example4.jpg - Time needed: 112.16104793548584 - Config 91: Binarization.adaptive_mean, SkewCorrection.hough_transform, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.017276525497436523 - Config 92: Binarization.adaptive_mean, SkewCorrection.hough_transform, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.8187365531921387 - Config 93: Binarization.adaptive_mean, SkewCorrection.hough_transform, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 643.6828541755676 - Config 94: Binarization.adaptive_mean, SkewCorrection.hough_transform, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.15852904319763184 - Config 95: Binarization.adaptive_mean, SkewCorrection.hough_transform, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.004912137985229492 - Config 96: Binarization.adaptive_mean, SkewCorrection.moments, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.0018661022186279297 - Config 97: Binarization.adaptive_mean, SkewCorrection.moments, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.002908945083618164 - Config 98: Binarization.adaptive_mean, SkewCorrection.moments, NoiseRemoval.median_filter
example4.jpg - Time needed: 60.0142662525177 - Config 99: Binarization.adaptive_mean, SkewCorrection.moments, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.009860038757324219 - Config 100: Binarization.adaptive_mean, SkewCorrection.moments, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.3586268424987793 - Config 101: Binarization.adaptive_mean, SkewCorrection.moments, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 342.72246956825256 - Config 102: Binarization.adaptive_mean, SkewCorrection.moments, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.0853116512298584 - Config 103: Binarization.adaptive_mean, SkewCorrection.moments, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.010650873184204102 - Config 104: Binarization.adaptive_mean, SkewCorrection.topline, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.003364086151123047 - Config 105: Binarization.adaptive_mean, SkewCorrection.topline, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.004537343978881836 - Config 106: Binarization.adaptive_mean, SkewCorrection.topline, NoiseRemoval.median_filter
example4.jpg - Time needed: 95.90001010894775 - Config 107: Binarization.adaptive_mean, SkewCorrection.topline, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.014670610427856445 - Config 108: Binarization.adaptive_mean, SkewCorrection.topline, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.7888872623443604 - Config 109: Binarization.adaptive_mean, SkewCorrection.topline, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 544.1076936721802 - Config 110: Binarization.adaptive_mean, SkewCorrection.topline, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.13715147972106934 - Config 111: Binarization.adaptive_mean, SkewCorrection.topline, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.004630088806152344 - Config 112: Binarization.adaptive_mean, SkewCorrection.scanline, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.002346038818359375 - Config 113: Binarization.adaptive_mean, SkewCorrection.scanline, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.02681875228881836 - Config 114: Binarization.adaptive_mean, SkewCorrection.scanline, NoiseRemoval.median_filter
example4.jpg - Time needed: 58.81129264831543 - Config 115: Binarization.adaptive_mean, SkewCorrection.scanline, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.011936187744140625 - Config 116: Binarization.adaptive_mean, SkewCorrection.scanline, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.31157803535461426 - Config 117: Binarization.adaptive_mean, SkewCorrection.scanline, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 337.1050314903259 - Config 118: Binarization.adaptive_mean, SkewCorrection.scanline, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.08369612693786621 - Config 119: Binarization.adaptive_mean, SkewCorrection.scanline, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.004812955856323242 - Config 120: Binarization.adaptive_gaussian, SkewCorrection.boxes, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.0016291141510009766 - Config 121: Binarization.adaptive_gaussian, SkewCorrection.boxes, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.0027327537536621094 - Config 122: Binarization.adaptive_gaussian, SkewCorrection.boxes, NoiseRemoval.median_filter
example4.jpg - Time needed: 58.60780668258667 - Config 123: Binarization.adaptive_gaussian, SkewCorrection.boxes, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.009286880493164062 - Config 124: Binarization.adaptive_gaussian, SkewCorrection.boxes, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.3034820556640625 - Config 125: Binarization.adaptive_gaussian, SkewCorrection.boxes, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 338.55322456359863 - Config 126: Binarization.adaptive_gaussian, SkewCorrection.boxes, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.08239364624023438 - Config 127: Binarization.adaptive_gaussian, SkewCorrection.boxes, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.014884471893310547 - Config 128: Binarization.adaptive_gaussian, SkewCorrection.hough_transform, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.0043332576751708984 - Config 129: Binarization.adaptive_gaussian, SkewCorrection.hough_transform, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.007269144058227539 - Config 130: Binarization.adaptive_gaussian, SkewCorrection.hough_transform, NoiseRemoval.median_filter
example4.jpg - Time needed: 114.24484705924988 - Config 131: Binarization.adaptive_gaussian, SkewCorrection.hough_transform, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.01883077621459961 - Config 132: Binarization.adaptive_gaussian, SkewCorrection.hough_transform, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.7670242786407471 - Config 133: Binarization.adaptive_gaussian, SkewCorrection.hough_transform, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 657.2103536128998 - Config 134: Binarization.adaptive_gaussian, SkewCorrection.hough_transform, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.16365909576416016 - Config 135: Binarization.adaptive_gaussian, SkewCorrection.hough_transform, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.005375862121582031 - Config 136: Binarization.adaptive_gaussian, SkewCorrection.moments, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.002549886703491211 - Config 137: Binarization.adaptive_gaussian, SkewCorrection.moments, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.007209062576293945 - Config 138: Binarization.adaptive_gaussian, SkewCorrection.moments, NoiseRemoval.median_filter
example4.jpg - Time needed: 63.00299692153931 - Config 139: Binarization.adaptive_gaussian, SkewCorrection.moments, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.010137557983398438 - Config 140: Binarization.adaptive_gaussian, SkewCorrection.moments, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.37625551223754883 - Config 141: Binarization.adaptive_gaussian, SkewCorrection.moments, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 359.52936840057373 - Config 142: Binarization.adaptive_gaussian, SkewCorrection.moments, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.09235954284667969 - Config 143: Binarization.adaptive_gaussian, SkewCorrection.moments, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.010971307754516602 - Config 144: Binarization.adaptive_gaussian, SkewCorrection.topline, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.0023038387298583984 - Config 145: Binarization.adaptive_gaussian, SkewCorrection.topline, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.0044498443603515625 - Config 146: Binarization.adaptive_gaussian, SkewCorrection.topline, NoiseRemoval.median_filter
example4.jpg - Time needed: 95.14645719528198 - Config 147: Binarization.adaptive_gaussian, SkewCorrection.topline, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.016542673110961914 - Config 148: Binarization.adaptive_gaussian, SkewCorrection.topline, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.8070635795593262 - Config 149: Binarization.adaptive_gaussian, SkewCorrection.topline, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 559.9593045711517 - Config 150: Binarization.adaptive_gaussian, SkewCorrection.topline, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.13530802726745605 - Config 151: Binarization.adaptive_gaussian, SkewCorrection.topline, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.004570960998535156 - Config 152: Binarization.adaptive_gaussian, SkewCorrection.scanline, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.0017483234405517578 - Config 153: Binarization.adaptive_gaussian, SkewCorrection.scanline, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.004065036773681641 - Config 154: Binarization.adaptive_gaussian, SkewCorrection.scanline, NoiseRemoval.median_filter
example4.jpg - Time needed: 58.44073963165283 - Config 155: Binarization.adaptive_gaussian, SkewCorrection.scanline, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.010558366775512695 - Config 156: Binarization.adaptive_gaussian, SkewCorrection.scanline, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.30872631072998047 - Config 157: Binarization.adaptive_gaussian, SkewCorrection.scanline, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 346.2078535556793 - Config 158: Binarization.adaptive_gaussian, SkewCorrection.scanline, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.08713436126708984 - Config 159: Binarization.adaptive_gaussian, SkewCorrection.scanline, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.0056438446044921875 - Config 160: Binarization.yannihorne, SkewCorrection.boxes, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.0011930465698242188 - Config 161: Binarization.yannihorne, SkewCorrection.boxes, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.003167390823364258 - Config 162: Binarization.yannihorne, SkewCorrection.boxes, NoiseRemoval.median_filter
example4.jpg - Time needed: 58.90630269050598 - Config 163: Binarization.yannihorne, SkewCorrection.boxes, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.010584354400634766 - Config 164: Binarization.yannihorne, SkewCorrection.boxes, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.3045616149902344 - Config 165: Binarization.yannihorne, SkewCorrection.boxes, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 335.9467821121216 - Config 166: Binarization.yannihorne, SkewCorrection.boxes, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.08305859565734863 - Config 167: Binarization.yannihorne, SkewCorrection.boxes, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.004744529724121094 - Config 168: Binarization.yannihorne, SkewCorrection.hough_transform, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.0034470558166503906 - Config 169: Binarization.yannihorne, SkewCorrection.hough_transform, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.002604961395263672 - Config 170: Binarization.yannihorne, SkewCorrection.hough_transform, NoiseRemoval.median_filter
example4.jpg - Time needed: 58.230833530426025 - Config 171: Binarization.yannihorne, SkewCorrection.hough_transform, NoiseRemoval.conservative_filter
